"Title","ID","State","Session","Chamber","Introduction Date"
"REQUESTING THE AUDITOR TO CONDUCT A SUNRISE REVIEW OF THE REGULATION AND LICENSURE OF MUSIC THERAPISTS.","SCR 70","hi","2011 Regular Session","upper","2012-03-08 00:00:00"
"RELATING TO AGRICULTURE.","SB 2352","hi","2011 Regular Session","upper","2012-01-20 00:00:00"
"RELATING TO HAWAIIAN LANGUAGE.","SB 2175","hi","2011 Regular Session","upper","2012-01-20 00:00:00"
"RELATING TO VACANCIES.","SB 2669","hi","2011 Regular Session","upper","2012-01-25 00:00:00"
"RELATING TO THE SALE OF DOGS AND CATS.","SB 2504","hi","2011 Regular Session","upper","2012-01-20 00:00:00"
"RELATING TO MEDICAID.","SB 2088","hi","2011 Regular Session","upper","2012-01-19 00:00:00"
"REQUESTING THE AUDITOR TO CONDUCT A STUDY TO DETERMINE WAYS, OTHER THAN TAX INCENTIVES, TO ENCOURAGE EMPLOYERS TO PROVIDE AND PAY FOR LONG TERM CARE INSURANCE AND INDIVIDUALS TO PURCHASE LONG TERM CARE INSURANCE.","HCR 15","hi","2011 Regular Session","lower","2012-01-23 00:00:00"
"CONGRATULATING CHAD MILLER AS THE 2012 STATE TEACHER OF THE YEAR, KAEOKULANI VASCONCELLOS AS THE 2012 HONOLULU DISTRICT TEACHER OF THE YEAR, MEGHAN MCCORMICK AS THE 2012 CENTRAL OAHU DISTRICT TEACHER OF THE YEAR, LUANE HIGUCHI AS THE 2012 LEEWARD OAHU DISTRICT TEACHER OF THE YEAR, NANCY IAUKEA AS THE 2012 HAWAII DISTRICT TEACHER OF THE YEAR, MITZI HASEGAWA AS THE 2012 MAUI DISTRICT TEACHER OF THE YEAR, SHERIANN MOISES AS THE 2012 KAUAI DISTRICT TEACHER OF THE YEAR, AND AMBER STRONG MAKAIAU AS THE RECIPIENT OF THE 2011 TEACHING TOLERANCE AWARD FOR EXCELLENCE IN CULTURALLY RESPONSIVE TEACHING.","HR 181","hi","2011 Regular Session","lower","2012-03-16 00:00:00"
"HONORING THE UNITED STATES NAVY FOR STRONG ENVIRONMENTAL STEWARDSHIP IN HAWAII.","HR 180","hi","2011 Regular Session","lower","2012-03-16 00:00:00"
"CONGRATULATING SAMIANN "ALOHA" COLEMAN AS THE 2011 METLIFE/NASSP HAWAII HIGH SCHOOL PRINCIPAL OF THE YEAR, JACQUELYN DAVIS AS THE 2011 NASSP/VICRO HAWAII STATE ASSISTANT PRINCIPAL OF THE YEAR, JOYCE IWASHITA AS THE 2011 NAESP DISTINGUISHED PRINCIPAL OF THE YEAR, AND HOKULANI ELEMENTARY SCHOOL, ENCHANTED LAKE ELEMENTARY SCHOOL, AND HEEIA ELEMENTARY SCHOOL AS 2012 HAWAII BLUE RIBBON SCHOOLS.","HR 179","hi","2011 Regular Session","lower","2012-03-15 00:00:00"
"REQUESTING THE ESTABLISHMENT OF A TASK FORCE TO DEVELOP AN INTERNATIONAL RESPONSE PLAN TO THE TSUNAMI DEBRIS GENERATED BY THE MARCH 2011 EARTHQUAKE IN JAPAN THAT MAY REACH HAWAII'S SHORES.","SCR 110","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING THE SUPERINTENDENT OF EDUCATION TO ESTABLISH A TASK FORCE TO ASSESS THE POSSIBILITY OF ALLOWING ACCESS TO CONDOMS ON SCHOOL CAMPUSES IN HAWAII.","SCR 103","hi","2011 Regular Session","upper","2012-03-13 00:00:00"
"REQUESTING THE STATE DEPARTMENT OF EDUCATION TO INCORPORATE AMERICAN SIGN LANGUAGE INTO THE PUBLIC SCHOOL CURRICULUM AND ENCOURAGING SIGN LANGUAGE INSTRUCTORS TO ASSIST STUDENTS WITH LEARNING CHALLENGES IN THE CLASSROOM.","SCR 100","hi","2011 Regular Session","upper","2012-03-12 00:00:00"
"REQUESTING THE STATE BUILDING CODE COUNCIL TO APPOINT AN INVESTIGATIVE COMMITTEE TO REVIEW AND RECOMMEND GREEN, SUSTAINABLE, AND WATER EFFICIENCY CODE PROVISIONS FOR ADOPTION INTO THE STATE BUILDING CODE.","SCR 98","hi","2011 Regular Session","upper","2012-03-12 00:00:00"
"URGING THE DEPARTMENT OF LAND AND NATURAL RESOURCES TO ESTABLISH A STATEWIDE COOPERATIVE PROGRAM TO REDUCE THE POPULATION OF FERAL UNGULATES ON PUBLIC LANDS.","SCR 96","hi","2011 Regular Session","upper","2012-03-12 00:00:00"
"ENCOURAGING BANKS AND CREDIT UNIONS OPERATING IN THE STATE OF HAWAII TO INCORPORATE THE HAWAIIAN LANGUAGE IN THEIR AUTOMATED TELLER MACHINES.","SCR 88","hi","2011 Regular Session","upper","2012-03-09 00:00:00"
"REQUESTING THE REVIEW AND IDENTIFICATION OF STATE FUNDS OR HOLDINGS THAT MAY BE APPROPRIATE FOR OPENING ACCOUNTS IN SMALL LOCAL FINANCIAL INSTITUTIONS AND DEVELOPMENT OF A PROCUREMENT PROCESS TO SELECT INSTITUTIONS TO RECEIVE STATE FUNDS FOR INVESTMENT FOR A LIMITED TIME.","SCR 83","hi","2011 Regular Session","upper","2012-03-09 00:00:00"
"REQUESTING THE DEPARTMENT OF LABOR AND INDUSTRIAL RELATIONS AND THE DEPARTMENT OF HUMAN RESOURCES DEVELOPMENT TO DEVELOP A TEN-YEAR ATTRITION AND DEVELOPMENT PLAN FOR EMPLOYEES OF THE STATE.","SCR 82","hi","2011 Regular Session","upper","2012-03-09 00:00:00"
"REQUESTING THE BOARD OF EDUCATION AND THE DEPARTMENT OF EDUCATION TO ESTABLISH AN ELECTRONIC EDUCATIONAL RESOURCE PROGRAM FOR PUBLIC SCHOOL TEACHERS, ADMINISTRATORS, AND PROGRAM COORDINATORS.","SCR 76","hi","2011 Regular Session","upper","2012-03-09 00:00:00"
"REQUESTING THE BOARD OF EDUCATION AND DEPARTMENT OF EDUCATION TO COMPLY IN FULL WITH THE FINDINGS AND RECOMMENDATIONS OF THE OFFICE OF THE AUDITOR'S MANAGEMENT AUDIT OF THE DEPARTMENT OF EDUCATION'S HAWAIIAN STUDIES PROGRAM.","SCR 72","hi","2011 Regular Session","upper","2012-03-08 00:00:00"
"REQUESTING THE LEGISLATIVE REFERENCE BUREAU TO CONDUCT A STUDY OF THE BENEFITS AND DRAWBACKS OF IMPLEMENTING TERM LIMITS FOR MEMBERS OF THE LEGISLATURE.","SCR 154","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"URGING ALCOHOL RETAILERS AND LICENSED PREMISES UNDER CHAPTER 281, HAWAII REVISED STATUTES, TO POST A SIGN IN OR ABOUT THE PREMISES WARNING WOMEN NOT TO DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY AND THE DEPARTMENT OF HEALTH TO CONTINUE ITS EFFORTS TO PROVIDE STATEWIDE TRAINING ON FETAL ALCOHOL SPECTRUM DISORDER PREVENTION, IDENTIFICATION, AND INTERVENTIONS.","SCR 152","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING AN AUDIT OF ALL STATE DEPARTMENT EXPENDITURES RELATING TO MAINTENANCE CONTRACTS AND EXPENDITURES.","SCR 146","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"URGING THE UNITED STATES CONGRESS TO REPEAL THE MANDATORY MILITARY DETENTION AND INDEFINITE DETENTION PROVISIONS OF THE NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2012 AND AMEND THE AUTHORIZATION FOR USE OF FORCE.","SCR 138","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING THE UNIVERSITY OF HAWAII COLLEGE ON SOCIAL SCIENCES PUBLIC POLICY CENTER AND SPARK M. MATSUNAGA INSTITUTE FOR PEACE AND CONFLICT RESOLUTION TO COLLABORATE WITH STATE AGENCIES AND ADVOCACY ORGANIZATIONS TO DEVELOP A COMPREHENSIVE PLAN THAT COORDINATES STATEWIDE POLICIES AND SERVICES FOR VICTIMS AND SURVIVORS OF HUMAN TRAFFICKING IN HAWAII.","SCR 131","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING THE AUDITOR TO ASSESS THE SOCIAL AND FINANCIAL EFFECTS OF REQUIRING HEALTH INSURERS TO PROVIDE COVERAGE FOR AUTISM SPECTRUM DISORDERS.","SCR 128","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING THE CONVENING OF A WORKING GROUP TO DETERMINE STATE COMPLIANCE WITH THE FEDERAL PAUL WELLSTONE AND PETE DOMENICI MENTAL HEALTH PARITY AND ADDICTION EQUITY ACT OF 2008 AND TO ENHANCE EXISTING STATE PARITY LAWS.","SCR 127","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"AUTHORIZING THE GRANT OF A FIFTY-FIVE YEAR TERM FOR A NON-EXCLUSIVE EASEMENT TO KOOLAU PROPERTIES, LLC, FOR SEAWALL PURPOSES AT SPRECKLESVILLE BEACH LOTS, WAILUKU, MAUI, AS APPROVED BY THE BOARD OF LAND AND NATURAL RESOURCES.","SCR 119","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING THE DEPARTMENT OF LAND AND NATURAL RESOURCES TO CONVENE A TASK FORCE TO RECOMMEND LEGISLATION ON CULTURAL MONITORING OF CONSTRUCTION AND DEVELOPMENT PROJECTS WITHIN THE STATE OF HAWAII.","SCR 115","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"ENCOURAGING THE DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA TO JOIN THE ASIA-PACIFIC ECONOMIC COOPERATION'S BUSINESS ADVISORY COUNCIL WORKING GROUP WITH THE REPUBLIC OF KOREA.","SCR 114","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING THE DEPARTMENT OF LAND AND NATURAL RESOURCES TO CONVENE A TASK FORCE TO RECOMMEND LEGISLATION ON CULTURAL MONITORING OF CONSTRUCTION AND DEVELOPMENT PROJECTS WITHIN THE STATE OF HAWAII.","SR 56","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"ENCOURAGING THE DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA TO JOIN THE ASIA-PACIFIC ECONOMIC COOPERATION'S BUSINESS ADVISORY COUNCIL WORKING GROUP WITH THE REPUBLIC OF KOREA.","SR 55","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING THE STATE DEPARTMENT OF EDUCATION TO INCORPORATE AMERICAN SIGN LANGUAGE INTO THE PUBLIC SCHOOL CURRICULUM AND ENCOURAGING SIGN LANGUAGE INSTRUCTORS TO ASSIST STUDENTS WITH LEARNING CHALLENGES IN THE CLASSROOM.","SR 49","hi","2011 Regular Session","upper","2012-03-12 00:00:00"
"REQUESTING THE STATE BUILDING CODE COUNCIL TO APPOINT AN INVESTIGATIVE COMMITTEE TO REVIEW AND RECOMMEND GREEN, SUSTAINABLE, AND WATER EFFICIENCY CODE PROVISIONS FOR ADOPTION INTO THE STATE BUILDING CODE.","SR 47","hi","2011 Regular Session","upper","2012-03-12 00:00:00"
"REQUESTING THE DEPARTMENT OF HEALTH AND THE DEPARTMENT OF LABOR AND INDUSTRIAL RELATIONS TO CONDUCT A STUDY TO PROMOTE WORKPLACE WELLNESS PROGRAMS.","SR 46","hi","2011 Regular Session","upper","2012-03-12 00:00:00"
"REQUESTING THE INSURANCE COMMISSIONER TO CREATE A WORKING GROUP TO STUDY WAYS TO INCREASE COMPETITION IN HAWAII'S HEALTH INSURANCE MARKET.","SR 41","hi","2011 Regular Session","upper","2012-03-12 00:00:00"
"ENCOURAGING BANKS AND CREDIT UNIONS OPERATING IN THE STATE OF HAWAII TO INCORPORATE THE HAWAIIAN LANGUAGE IN THEIR AUTOMATED TELLER MACHINES.","SR 40","hi","2011 Regular Session","upper","2012-03-09 00:00:00"
"REQUESTING THE REVIEW AND IDENTIFICATION OF STATE FUNDS OR HOLDINGS THAT MAY BE APPROPRIATE FOR OPENING ACCOUNTS IN SMALL LOCAL FINANCIAL INSTITUTIONS AND DEVELOPMENT OF A PROCUREMENT PROCESS TO SELECT INSTITUTIONS TO RECEIVE STATE FUNDS FOR INVESTMENT FOR A LIMITED TIME.","SR 37","hi","2011 Regular Session","upper","2012-03-09 00:00:00"
"REQUESTING THE DEPARTMENT OF LABOR AND INDUSTRIAL RELATIONS AND THE DEPARTMENT OF HUMAN RESOURCES DEVELOPMENT TO DEVELOP A TEN-YEAR ATTRITION AND DEVELOPMENT PLAN FOR EMPLOYEES OF THE STATE.","SR 36","hi","2011 Regular Session","upper","2012-03-09 00:00:00"
"REQUESTING THE BOARD OF EDUCATION AND DEPARTMENT OF EDUCATION TO COMPLY IN FULL WITH THE FINDINGS AND RECOMMENDATIONS OF THE OFFICE OF THE AUDITOR'S MANAGEMENT AUDIT OF THE DEPARTMENT OF EDUCATION'S HAWAIIAN STUDIES PROGRAM.","SR 31","hi","2011 Regular Session","upper","2012-03-08 00:00:00"
"REQUESTING THE AUDITOR TO CONDUCT A STUDY TO ASSESS THE FEASIBILITY OF CONSOLIDATING OVERSIGHT RESPONSIBILITY OF ADULT RESIDENTIAL CARE AND FOSTER HOME FACILITIES UNDER A SINGLE DEPARTMENT.","SR 87","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING THE HAWAII HEALTH SYSTEMS CORPORATION TO PROMOTE COLLABORATION BETWEEN COMMUNITY HOSPITALS AND COMMUNITY HEALTH CENTERS AND DEVELOP A PLAN TO HAVE CERTAIN RURAL HOSPITALS DESIGNATED AS FEDERALLY QUALIFIED HEALTH CENTERS.","SR 83","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING AN AUDIT OF ALL STATE DEPARTMENT EXPENDITURES RELATING TO MAINTENANCE CONTRACTS AND EXPENDITURES.","SR 81","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"DECLARING THE FIRST WEEK OF OCTOBER AS HAWAII FISHING AND SEAFOOD WEEK.","SR 77","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"URGING THE UNITED STATES CONGRESS TO REPEAL THE MANDATORY MILITARY DETENTION AND INDEFINITE DETENTION PROVISIONS OF THE NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2012 AND AMEND THE AUTHORIZATION FOR USE OF FORCE.","SR 74","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING THE HAWAII HEALTH SYSTEMS CORPORATION TO FACILITATE COLLABORATION BETWEEN COMMUNITY HOSPITALS AND COMMUNITY HEALTH CENTERS AND TO DEVELOP A PLAN TO INTEGRATE CERTAIN RURAL HOSPITALS WITH FEDERALLY QUALIFIED HEALTH CENTERS.","SR 67","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING THE DEPARTMENT OF HUMAN SERVICES TO EXPAND THE INCOME ELIGIBILITY REQUIREMENTS FOR THE STATE'S SECTION 1115 WAIVER PROGRAM.","SR 66","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING THE DEPARTMENT OF BUSINESS, ECONOMIC DEVELOPMENT, AND TOURISM TO CONVENE A SUSTAINABLE AND ALTERNATIVE ENERGY ASSESSMENT TASK FORCE.","SR 63","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING THE DEPARTMENT OF AGRICULTURE TO FORM A WORKING GROUP TO DETERMINE THE FEASIBILITY OF IMPLEMENTING THE UNITED KINGDOM'S DEPARTMENT OF ENVIRONMENT, FOOD, AND RURAL AFFAIRS' ANIMAL QUARANTINE POLICIES, STANDARDS, AND PROCEDURES IN HAWAII.","SR 60","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"APPROVING THE SELECTION OF DANIEL KAHIKINA AKAKA TO BE INDUCTED INTO THE ALOHA ORDER OF MERIT.","SR 57","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING THE CENTERS FOR MEDICARE & MEDICAID SERVICES TO ESTABLISH CRITERIA AND PENALTIES FOR MEDICAID PATIENTS WHO DO NOT ATTEND THEIR MEDICAL AND OTHER HEALTH CARE-RELATED APPOINTMENTS AS SCHEDULED.","HR 76","hi","2011 Regular Session","lower","2012-03-12 00:00:00"
"RELATING TO THE PUBLIC UTILITIES COMMISSION.","SB 656","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO RENEWABLE ENERGY REVENUE.","SB 2792","hi","2011 Regular Session","upper","2012-01-25 00:00:00"
"RELATING TO EDUCATION.","SB 2527","hi","2011 Regular Session","upper","2012-01-20 00:00:00"
"RELATING TO ETHANOL.","SB 2339","hi","2011 Regular Session","upper","2012-01-20 00:00:00"
"RELATING TO CRIMINAL HISTORY RECORD CHECKS FOR COUNTY EMPLOYEES.","SB 2071","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"REQUESTING THE DEPARTMENT OF BUSINESS, ECONOMIC DEVELOPMENT, AND TOURISM TO DETERMINE FINANCING MECHANISMS TO ASSIST PRIVATE PARKING LOT OWNERS WITH THE COSTS ASSOCIATED WITH PROVIDING PARKING STALLS AND CHARGING UNITS FOR ELECTRIC VEHICLES.","SR 98","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING THE PUBLIC UTILITIES COMMISSION TO REQUIRE HAWAII ELECTRIC LIGHT COMPANY, INC. TO DEVELOP A TIMELY ACTION PLAN TO RETIRE ALL DEPRECIATED OIL-FIRED POWER PLANTS ON THE ISLAND OF HAWAII AND TRANSITION TO GEOTHERMAL-GENERATED ELECTRICITY AS THE ISLAND'S PRIMARY BASELOAD POWER SOURCE.","SR 92","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING THE LEGISLATIVE REFERENCE BUREAU TO CONDUCT A STUDY OF THE BENEFITS AND DRAWBACKS OF IMPLEMENTING TERM LIMITS FOR MEMBERS OF THE LEGISLATURE.","SR 91","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"REQUESTING THE ESTABLISHMENT OF A TASK FORCE TO DEVELOP AN INTERNATIONAL RESPONSE PLAN TO THE TSUNAMI DEBRIS GENERATED BY THE MARCH 2011 EARTHQUAKE IN JAPAN THAT MAY REACH HAWAII'S SHORES.","SR 88","hi","2011 Regular Session","upper","2012-03-14 00:00:00"
"URGING THE DEPARTMENT OF LAND AND NATURAL RESOURCES TO ENTER INTO A MEMORANDUM OF UNDERSTANDING WITH THE HONOLULU POLICE DEPARTMENT TO ADDRESS THE LACK OF SECURITY AND RULE ENFORCEMENT AT HARBORS OPERATED AND MANAGED BY THE DEPARTMENT OF LAND AND NATURAL RESOURCES ON OAHU.","HR 100","hi","2011 Regular Session","lower","2012-03-13 00:00:00"
"REQUESTING THE HONOLULU CITY COUNCIL TO CONSIDER A BAN OR SIZE RESTRICTION ON TARPS AND CANOPIES ON PUBLIC BEACHES.","HR 99","hi","2011 Regular Session","lower","2012-03-13 00:00:00"
"REQUESTING THE LEGISLATIVE REFERENCE BUREAU TO CONDUCT A STUDY OF CERTAIN ISSUES RELATING TO RISING HEALTH INSURANCE PREMIUM COSTS, AS ADDRESSED BY HOUSE BILL NO. 1896, REGULAR SESSION 2012.","HR 96","hi","2011 Regular Session","lower","2012-03-13 00:00:00"
"REQUESTING THE HAWAII COMMUNITY DEVELOPMENT AUTHORITY TO ENGAGE IN EFFORTS TO ACQUIRE THE PARCEL OF KAKAAKO MAKAI LAND COMMONLY KNOWN AS THE "HONOLULU FORD PARCEL" AND OTHER LANDS OWNED BY KAMEHAMEHA SCHOOLS LOCATED IN KAKAAKO MAKAI.","HR 93","hi","2011 Regular Session","lower","2012-03-13 00:00:00"
"REQUESTING THE DIRECTORS OF HEALTH AND HUMAN SERVICES TO ADOPT ADMINISTRATIVE RULES THAT REQUIRE CARE HOME OPERATORS IN THE STATE TO OBTAIN AND MAINTAIN LIABILITY INSURANCE.","HR 92","hi","2011 Regular Session","lower","2012-03-13 00:00:00"
"URGING THE GOVERNOR TO PROPERLY SUPPORT THE SMALL BUSINESS REGULATORY REVIEW BOARD OF THE DEPARTMENT OF BUSINESS, ECONOMIC DEVELOPMENT, AND TOURISM IN ASSISTING HAWAII'S SMALL BUSINESSES.","HR 90","hi","2011 Regular Session","lower","2012-03-13 00:00:00"
"URGING THE STATE OF HAWAII TO PARTICIPATE IN THE COASTAL AND MARINE SPATIAL PLANNING INITIATIVE OF THE WHITE HOUSE COUNCIL ON ENVIRONMENTAL QUALITY, INTERAGENCY OCEAN POLICY TASK FORCE.","HR 88","hi","2011 Regular Session","lower","2012-03-13 00:00:00"
"RECOGNIZING AND SUPPORTING THE POSITION OF THE ASSOCIATION OF HAWAIIAN CIVIC CLUBS AND URGING THE GOVERNOR TO SUPPORT THE DEVELOPMENT OF THE AHA MOKU SYSTEM OF NATURAL RESOURCE MANAGEMENT AND TO ESTABLISH THE AHA MOKU ADVISORY COMMITTEE WITHIN THE DEPARTMENT OF LAND AND NATURAL RESOURCES TO PROVIDE GUIDANCE IN THE MANAGEMENT OF NATURAL RESOURCES IN HAWAII.","HR 85","hi","2011 Regular Session","lower","2012-03-13 00:00:00"
"REQUESTING THE DEPARTMENT OF HUMAN SERVICES TO AMEND THE FEDERAL SECTION 1115 WAIVER GRANTED TO HAWAII TO RAISE THE MEDICAID INCOME ELIGIBILITY CEILING TO THREE HUNDRED PERCENT OF THE FEDERAL POVERTY LEVEL.","HR 79","hi","2011 Regular Session","lower","2012-03-12 00:00:00"
"REQUESTING THE HAWAII HEALTH SYSTEMS CORPORATION TO PROMOTE COLLABORATION BETWEEN COMMUNITY HOSPITALS AND COMMUNITY HEALTH CENTERS AND DEVELOP A PLAN TO HAVE CERTAIN RURAL HOSPITALS DESIGNATED AS FEDERALLY QUALIFIED HEALTH CENTERS.","HR 78","hi","2011 Regular Session","lower","2012-03-12 00:00:00"
"REQUESTING THE LEGISLATIVE REFERENCE BUREAU TO CONDUCT A STUDY OF CERTAIN ISSUES RELATING TO RISING HEALTH INSURANCE PREMIUM COSTS, AS ADDRESSED BY HOUSE BILL NO. 1896, REGULAR SESSION 2012.","HCR 128","hi","2011 Regular Session","lower","2012-03-13 00:00:00"
"REQUESTING THE HAWAII COMMUNITY DEVELOPMENT AUTHORITY AND KAMEHAMEHA SCHOOLS TO CONSIDER AN EXCHANGE OF LAND.","HCR 127","hi","2011 Regular Session","lower","2012-03-13 00:00:00"
"ESTABLISHING THE LONG-TERM CARE FINANCING TASK FORCE TO CONDUCT A FEASIBILITY STUDY ON THE VIABILITY OF USING ACCELERATED DEATH BENEFITS AND VIATICAL SETTLEMENTS AS SOURCES OF FUNDING FOR LONG-TERM CARE NEEDS.","HCR 125","hi","2011 Regular Session","lower","2012-03-13 00:00:00"
"REQUESTING THE HAWAII COMMUNITY DEVELOPMENT AUTHORITY TO ENGAGE IN EFFORTS TO ACQUIRE THE PARCEL OF KAKAAKO MAKAI LAND COMMONLY KNOWN AS THE "HONOLULU FORD PARCEL" AND OTHER LANDS OWNED BY KAMEHAMEHA SCHOOLS LOCATED IN KAKAAKO MAKAI.","HCR 122","hi","2011 Regular Session","lower","2012-03-13 00:00:00"
"REQUESTING THE DIRECTORS OF HEALTH AND HUMAN SERVICES TO ADOPT ADMINISTRATIVE RULES THAT REQUIRE CARE HOME OPERATORS IN THE STATE TO OBTAIN AND MAINTAIN LIABILITY INSURANCE.","HCR 121","hi","2011 Regular Session","lower","2012-03-13 00:00:00"
"URGING THE STATE OF HAWAII TO PARTICIPATE IN THE COASTAL AND MARINE SPATIAL PLANNING INITIATIVE OF THE WHITE HOUSE COUNCIL ON ENVIRONMENTAL QUALITY, INTERAGENCY OCEAN POLICY TASK FORCE.","HCR 116","hi","2011 Regular Session","lower","2012-03-13 00:00:00"
"RECOGNIZING AND SUPPORTING THE POSITION OF THE ASSOCIATION OF HAWAIIAN CIVIC CLUBS AND URGING THE GOVERNOR TO SUPPORT THE DEVELOPMENT OF THE AHA MOKU SYSTEM OF NATURAL RESOURCE MANAGEMENT AND TO ESTABLISH THE AHA MOKU ADVISORY COMMITTEE WITHIN THE DEPARTMENT OF LAND AND NATURAL RESOURCES TO PROVIDE GUIDANCE IN THE MANAGEMENT OF NATURAL RESOURCES IN HAWAII.","HCR 112","hi","2011 Regular Session","lower","2012-03-13 00:00:00"
"REQUESTING THE CENTERS FOR MEDICARE & MEDICAID SERVICES TO ESTABLISH CRITERIA AND PENALTIES FOR MEDICAID PATIENTS WHO DO NOT ATTEND THEIR MEDICAL AND OTHER HEALTH CARE-RELATED APPOINTMENTS AS SCHEDULED.","HCR 105","hi","2011 Regular Session","lower","2012-03-12 00:00:00"
"URGING THE PRESIDENT OF THE UNITED STATES TO AMEND PRESIDENTIAL PROCLAMATION 8031, AS AMENDED BY PROCLAMATION 8112, TO INCLUDE CUSTOMARY EXCHANGE AS A PERMITTED ACTIVITY WITHIN THE PAPAHANAUMOKUAKEA MARINE NATIONAL MONUMENT.","HR 110","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"URGING THE UNITED STATES DEPARTMENT OF HEALTH AND HUMAN SERVICES TO INCREASE THE FEDERAL MEDICAL ASSISTANCE PERCENTAGE TO HAWAII.","HR 101","hi","2011 Regular Session","lower","2012-03-13 00:00:00"
"RELATING TO MOTOR VEHICLE INSURANCE.","SB 2968","hi","2011 Regular Session","upper","2012-01-25 00:00:00"
"RELATING TO EDUCATION.","SB 2652","hi","2011 Regular Session","upper","2012-01-25 00:00:00"
"MAKING AN APPROPRIATION FOR THE HAWAII TOURISM AUTHORITY.","SB 2642","hi","2011 Regular Session","upper","2012-01-25 00:00:00"
"RELATING TO THE UNIVERSITY OF HAWAII BOARD OF REGENTS.","SB 2620","hi","2011 Regular Session","upper","2012-01-20 00:00:00"
"URGING THE PRESIDENT OF THE UNITED STATES TO AMEND PRESIDENTIAL PROCLAMATION 8031, AS AMENDED BY PROCLAMATION 8112, TO INCLUDE CUSTOMARY EXCHANGE AS A PERMITTED ACTIVITY WITHIN THE PAPAHANAUMOKUAKEA MARINE NATIONAL MONUMENT.","HCR 148","hi","2011 Regular Session","lower","2012-03-14 00:00:00"
"EXPRESSING SUPPORT FOR THE INTERNATIONAL SPACE MUSEUM AND CULTURAL CENTER'S INTENTION TO BUILD A SELF-SUSTAINED INTERACTIVE SCIENCE MUSEUM ON OAHU.","HCR 139","hi","2011 Regular Session","lower","2012-03-13 00:00:00"
"URGING THE UNITED STATES DEPARTMENT OF HEALTH AND HUMAN SERVICES TO INCREASE THE FEDERAL MEDICAL ASSISTANCE PERCENTAGE TO HAWAII.","HCR 134","hi","2011 Regular Session","lower","2012-03-13 00:00:00"
"REQUESTING THE AUDITOR TO ASSESS THE SOCIAL AND FINANCIAL EFFECTS OF REQUIRING HEALTH INSURERS TO PROVIDE INFERTILITY PROCEDURE COVERAGE.","HCR 133","hi","2011 Regular Session","lower","2012-03-13 00:00:00"
"URGING THE DEPARTMENT OF LAND AND NATURAL RESOURCES TO ENTER INTO A MEMORANDUM OF UNDERSTANDING WITH THE HONOLULU POLICE DEPARTMENT TO ADDRESS THE LACK OF SECURITY AND RULE ENFORCEMENT AT HARBORS OPERATED AND MANAGED BY THE DEPARTMENT OF LAND AND NATURAL RESOURCES ON OAHU.","HCR 132","hi","2011 Regular Session","lower","2012-03-13 00:00:00"
"REQUESTING THE HONOLULU CITY COUNCIL TO CONSIDER A BAN OR SIZE RESTRICTION ON TARPS AND CANOPIES ON PUBLIC BEACHES.","HCR 131","hi","2011 Regular Session","lower","2012-03-13 00:00:00"
"RELATING TO THE DEPARTMENT OF HAWAIIAN HOME LANDS.","SB 2639","hi","2011 Regular Session","upper","2012-01-25 00:00:00"
