"Action","Bill ID","Date","Actor"
"Reported from HUS (Stand. Com. Rep. No. 310) as amended in HD 1, recommending passage on Second Reading and referral to FIN.","HB 385","2013-02-12 00:00:00","lower"
"Passed Second Reading as amended in HD 1 and referred to the committee(s) on FIN with Representative(s) Hanohano, Jordan voting aye with reservations; none voting no (0) and Representative(s) Belatti, Cachola, Coffman, Takai excused (4).","HB 385","2013-02-12 00:00:00","lower"
"Bill scheduled to be heard by FIN on Thursday, 02-21-13 11:00AM in House conference room 308.","HB 385","2013-02-19 00:00:00","lower"
"The committee(s) on FIN recommend(s) that the measure be deferred.","HB 385","2013-02-21 00:00:00","lower"
"Bill scheduled for decision making on Thursday, 02-28-13  2:30PM in conference room 308.","HB 385","2013-02-28 00:00:00","lower"
"The committees on FIN recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 16 Ayes: Representative(s) Luke, Nishimoto, Johanson, Cullen, Hashem, Ing, Kobayashi, Lowen, Morikawa, Onishi, Takayama, Tokioka, Woodson, Yamashita, Fukumoto, Ward; Ayes with reservations: none; 1 Noes: Representative(s) Jordan; and  Excused: none.   ","HB 385","2013-02-28 00:00:00","lower"
"Reported from FIN (Stand. Com. Rep. No. 903) as amended in HD 2, recommending passage on Third Reading.","HB 385","2013-03-01 00:00:00","lower"
"Forty-eight (48) hours notice Tuesday, 03-05-13.","HB 385","2013-03-01 00:00:00","lower"
"Passed Third Reading as amended in HD 2 with Representative(s) Jordan voting aye with reservations; Representative(s) Har, Ito voting no (2) and none excused (0).  Transmitted to Senate.","HB 385","2013-03-05 00:00:00","lower"
"Received from House (Hse. Com. No. 208).","HB 385","2013-03-07 00:00:00","upper"
"Passed First Reading.","HB 385","2013-03-07 00:00:00","upper"
"Referred to HMS, WAM.","HB 385","2013-03-07 00:00:00","upper"
"The committee(s) on HMS has scheduled a public hearing on 03-14-13  1:00PM in conference room 016.","HB 385","2013-03-11 00:00:00","upper"
"The committee(s) on HMS recommend(s) that the measure be PASSED, UNAMENDED.  The votes in HMS were as follows: 3 Aye(s): Senator(s) Chun Oakland, Green, Slom; Aye(s) with reservations: none ; 0 No(es): none; and 2 Excused: Senator(s) Kidani, Taniguchi.","HB 385","2013-03-14 00:00:00","upper"
"Reported from HMS (Stand. Com. Rep. No. 918) with recommendation of passage on Second Reading and referral to WAM.
","HB 385","2013-03-20 00:00:00","upper"
"Report adopted; Passed Second Reading and referred to WAM.","HB 385","2013-03-20 00:00:00","upper"
"The committee(s) on WAM will hold a public decision making on 03-25-13  9:10AM in conference room 211.","HB 385","2013-03-21 00:00:00","upper"
"The committee(s) on  WAM deferred the measure until 03-27-13  9:00AM in conference room 211.","HB 385","2013-03-25 00:00:00","upper"
"The committee(s) on  WAM recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in WAM were as follows: 11 Aye(s): Senator(s) Ige, Kidani, Chun Oakland, Dela Cruz, Espero, Kahele, Keith-Agaran, Kouchi, Ruderman, L. Thielen, Tokuda; Aye(s) with reservations: none ; 1 No(es): Senator(s) Slom; and 1 Excused: Senator(s) English.","HB 385","2013-03-27 00:00:00","upper"
"Reported from WAM (Stand. Com. Rep. No. 1265) with recommendation of passage on Third Reading, as amended (SD 1).","HB 385","2013-04-04 00:00:00","upper"
"48 Hrs. Notice 04-09-13.","HB 385","2013-04-04 00:00:00","upper"
"Report adopted; Passed Third Reading, as amended (SD  1). Ayes, 24; Aye(s) with reservations: none .  Noes, 1 (Senator(s) Slom). Excused, 0 (none).  Transmitted to House.","HB 385","2013-04-09 00:00:00","upper"
"Returned from Senate (Sen. Com. No.  488) in amended form (SD 1).","HB 385","2013-04-09 00:00:00","lower"
"House disagrees with Senate amendment (s).","HB 385","2013-04-11 00:00:00","lower"
"Received notice of disagreement (Hse. Com. No. 650).","HB 385","2013-04-12 00:00:00","upper"
"House conferees appointed: Carroll, Luke Co-Chairs; Woodson, Fukumoto.","HB 385","2013-04-15 00:00:00","lower"
"Received notice of appointment of House conferees (Hse. Com. No. 697).","HB 385","2013-04-16 00:00:00","upper"
"Senate Conferees appointed: Chun Oakland, Chair; Ige, Co-Chair(s); Green, Kouchi, Taniguchi.","HB 385","2013-04-16 00:00:00","upper"
"Received notice of Senate conferees (Sen. Com. No. 697).","HB 385","2013-04-16 00:00:00","lower"
"Bill scheduled for Conference Committee Meeting on Friday, 04-19-13 11:00AM in conference room 229.","HB 385","2013-04-18 00:00:00","lower"
"Conference Committee Meeting will reconvene on Monday 04-22-13  4:00PM in conference room 229.","HB 385","2013-04-19 00:00:00","lower"
"Conference Committee Meeting will reconvene on Wednesday 04-24-13  4:00PM in conference room 229.","HB 385","2013-04-23 00:00:00","lower"
"Conference Committee Meeting will reconvene on Thursday 04-25-13 12:45PM in conference room 229.","HB 385","2013-04-24 00:00:00","lower"
"Conference committee meeting to reconvene on 04-26-13  1:45PM in conference room 229.","HB 385","2013-04-25 00:00:00","upper"
"Introduced.","SB 623","2013-01-18 00:00:00","upper"
"Passed First Reading.","SB 623","2013-01-22 00:00:00","upper"
"Referred to ENE/EGH, WAM.","SB 623","2013-01-22 00:00:00","upper"
"Re-Referred to ENE, WAM.","SB 623","2013-01-24 00:00:00","upper"
"The committee(s) on ENE has scheduled a public hearing on 02-05-13  2:45PM in conference room 225.","SB 623","2013-01-31 00:00:00","upper"
"The committee(s) on  ENE deferred the measure until 02-12-13  2:45PM in conference room 225.","SB 623","2013-02-05 00:00:00","upper"
"The committee(s) on  ENE recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in ENE were as follows: 4 Aye(s): Senator(s) Gabbard, Ruderman, Chun Oakland, Ihara; Aye(s) with reservations: none ; 0 No(es): none; and 1 Excused: Senator(s) Slom.","SB 623","2013-02-12 00:00:00","upper"
"Reported from ENE (Stand. Com. Rep. No. 346) with recommendation of passage on Second Reading, as amended (SD 1) and referral to WAM.","SB 623","2013-02-15 00:00:00","upper"
"Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM.","SB 623","2013-02-15 00:00:00","upper"
"The committee(s) on WAM will hold a public decision making on 02-22-13  9:00AM in conference room 211.","SB 623","2013-02-19 00:00:00","upper"
"The committee(s) on  WAM deferred the measure until 02-27-13  9:00AM in conference room 211.","SB 623","2013-02-22 00:00:00","upper"
"The committee(s) on  WAM recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in WAM were as follows: 11 Aye(s): Senator(s) Ige, Kidani, Chun Oakland, Dela Cruz, English, Espero, Kahele, Kouchi, L. Thielen, Tokuda; Aye(s) with reservations: Senator(s) Slom ; 0 No(es): none; and 2 Excused: Senator(s) Keith-Agaran, Ruderman.","SB 623","2013-02-27 00:00:00","upper"
"Reported from WAM (Stand. Com. Rep. No. 762) with recommendation of passage on Third Reading, as amended (SD 2).","SB 623","2013-03-01 00:00:00","upper"
"48 Hrs. Notice 03-05-13.","SB 623","2013-03-01 00:00:00","upper"
"Report adopted; Passed Third Reading, as amended (SD  2). Ayes, 25; Aye(s) with reservations: none .  Noes, 0 (none). Excused, 0 (none).  Transmitted to House.","SB 623","2013-03-05 00:00:00","upper"
"Received from Senate (Sen. Com. No. 179) in amended form (SD 2).","SB 623","2013-03-05 00:00:00","lower"
"Pass First Reading","SB 623","2013-03-07 00:00:00","lower"
"Referred to EEP, CPC, FIN, referral sheet 30","SB 623","2013-03-07 00:00:00","lower"
"Bill scheduled to be heard by EEP on Tuesday, 03-12-13  8:30AM in House conference room 325.","SB 623","2013-03-08 00:00:00","lower"
"The committee(s) on EEP recommend(s) that the measure be deferred until 03-14-13 8:35am.","SB 623","2013-03-12 00:00:00","lower"
"Bill scheduled for decision making on Thursday, 03-14-13  8:35AM in conference room 325.","SB 623","2013-03-13 00:00:00","lower"
"The committees on EEP recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 8 Ayes: Representative(s) C. Lee, Thielen, Evans, Kawakami, Lowen; Ayes with reservations: Representative(s) Coffman, Cullen, Hanohano;  Noes: none; and 1 Excused: Representative(s) Fale.   ","SB 623","2013-03-14 00:00:00","lower"
"Reported from EEP (Stand. Com. Rep. No. 988) as amended in HD 1, recommending passage on Second Reading and referral to CPC.","SB 623","2013-03-15 00:00:00","lower"
"Passed Second Reading as amended in HD 1 and referred to the committee(s) on CPC with Representative(s) Cabanilla, Fale, Hanohano, Ing, Jordan, Ward voting aye with reservations; none voting no (0) and Representative(s) Mizuno, Oshiro, Takai excused (3).","SB 623","2013-03-15 00:00:00","lower"
"Bill scheduled to be heard by CPC on Wednesday, 03-20-13  2:30PM in House conference room 325.","SB 623","2013-03-18 00:00:00","lower"
"The committees on CPC recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 11 Ayes: Representative(s) McKelvey, Kawakami, Belatti, Brower, Cachola, Evans, Ito, C. Lee, Tsuji, Yamane, Thielen; Ayes with reservations: none;  Noes: none; and 4 Excused: Representative(s) Cabanilla, Carroll, Har, McDermott.   ","SB 623","2013-03-20 00:00:00","lower"
"Reported from CPC (Stand. Com. Rep. No. 1198) as amended in HD 2, recommending referral to FIN.","SB 623","2013-03-22 00:00:00","lower"
"Report adopted. referred to the committee(s) on FIN as amended in HD 2 with Representative(s) Coffman, Fale, Fukumoto, Har, Hashem, Jordan, Oshiro voting aye with reservations; Representative(s) McDermott, Ward voting no (2) and Representative(s) Hanohano, McKelvey, Takumi, Woodson excused (4).","SB 623","2013-03-22 00:00:00","lower"
"Bill scheduled to be heard by FIN on Monday, 04-01-13  2:00PM in House conference room 308.","SB 623","2013-03-28 00:00:00","lower"
"The committees on FIN recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 17 Ayes: Representative(s) Luke, Nishimoto, Johanson, Cullen, Hashem, Ing, Kobayashi, Lowen, Morikawa, Onishi, Takayama, Tokioka, Woodson, Fukumoto; Ayes with reservations: Representative(s) Jordan, Yamashita, Ward;  Noes: none; and  Excused: none.   ","SB 623","2013-04-01 00:00:00","lower"
"Reported from FIN (Stand. Com. Rep. No. 1586) as amended in HD 3, recommending passage on Third Reading.","SB 623","2013-04-05 00:00:00","lower"
"Forty-eight (48) hours notice Tuesday, 04-09-13.","SB 623","2013-04-05 00:00:00","lower"
"Passed Third Reading as amended in HD 3 with Representative(s) Carroll, Jordan, Yamashita voting aye with reservations; Representative(s) Coffman, Har, Hashem, McDermott, Oshiro, Say, Ward voting no (7) and none excused (0).  Transmitted to Senate.","SB 623","2013-04-09 00:00:00","lower"
"Received from House (Hse. Com. No. 539).","SB 623","2013-04-11 00:00:00","upper"
"Senate disagrees with House amendments.","SB 623","2013-04-11 00:00:00","upper"
"Received notice of disagreement (Sen. Com. No. 607).","SB 623","2013-04-11 00:00:00","lower"
"Senate Conferees appointed: Gabbard, Chair; Ige, Co-Chair(s); Ihara, Kidani, Slom.","SB 623","2013-04-15 00:00:00","upper"
"Received notice of Senate conferees (Sen. Com. No. 692).","SB 623","2013-04-15 00:00:00","lower"
"House conferees appointed: C. Lee, McKelvey, Luke Co-Chairs; Lowen, Thielen.","SB 623","2013-04-15 00:00:00","lower"
"Received notice of appointment of House conferees (Hse. Com. No. 699).","SB 623","2013-04-16 00:00:00","upper"
"Conference committee meeting scheduled for 04-22-13 10:30AM in conference room 225.","SB 623","2013-04-19 00:00:00","upper"
"Conference committee meeting to reconvene on 04-23-13 10:30AM in conference room 225.","SB 623","2013-04-22 00:00:00","upper"
"Conference committee meeting to reconvene on 04-24-13 10:30AM in conference room 225.","SB 623","2013-04-23 00:00:00","upper"
"Conference committee meeting to reconvene on 04-25-13 11:30AM in conference room 225.","SB 623","2013-04-24 00:00:00","upper"
"Conference committee meeting to reconvene on 04-26-13 11:30AM in conference room 225.","SB 623","2013-04-25 00:00:00","upper"
"Introduced.","SB 71","2013-01-17 00:00:00","upper"
"Passed First Reading.","SB 71","2013-01-17 00:00:00","upper"
"Referred to PSM, WAM.","SB 71","2013-01-17 00:00:00","upper"
"The committee(s) on PSM has scheduled a public hearing on 01-29-13  2:50PM in conference room 224.","SB 71","2013-01-24 00:00:00","upper"
"The committee(s) on  PSM recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in PSM were as follows: 4 Aye(s): Senator(s) Espero, Baker, Galuteria, Green; Aye(s) with reservations: none ; 0 No(es): none; and 1 Excused: Senator(s) Slom.","SB 71","2013-01-29 00:00:00","upper"
"Reported from PSM (Stand. Com. Rep. No. 85) with recommendation of passage on Second Reading, as amended (SD 1) and referral to WAM.","SB 71","2013-02-06 00:00:00","upper"
"Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM.","SB 71","2013-02-06 00:00:00","upper"
"The committee(s) on WAM will hold a public decision making on 02-21-13  9:00AM in conference room 211.","SB 71","2013-02-19 00:00:00","upper"
"The committee(s) on  WAM deferred the measure until 02-27-13  9:00AM in conference room 211.","SB 71","2013-02-21 00:00:00","upper"
"The committee(s) on  WAM recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in WAM were as follows: 12 Aye(s): Senator(s) Ige, Kidani, Chun Oakland, Dela Cruz, English, Espero, Kahele, Kouchi, Ruderman, L. Thielen, Tokuda, Slom; Aye(s) with reservations: none ; 0 No(es): none; and 1 Excused: Senator(s) Keith-Agaran.","SB 71","2013-02-27 00:00:00","upper"
"Reported from WAM (Stand. Com. Rep. No. 750) with recommendation of passage on Third Reading, as amended (SD 2).","SB 71","2013-03-01 00:00:00","upper"
"48 Hrs. Notice 03-05-13.","SB 71","2013-03-01 00:00:00","upper"
"Report adopted; Passed Third Reading, as amended (SD  2). Ayes, 25; Aye(s) with reservations: none .  Noes, 0 (none). Excused, 0 (none).  Transmitted to House.","SB 71","2013-03-05 00:00:00","upper"
"Received from Senate (Sen. Com. No. 68) in amended form (SD 2).","SB 71","2013-03-05 00:00:00","lower"
"Pass First Reading","SB 71","2013-03-07 00:00:00","lower"
"Referred to PBS, FIN, referral sheet 30","SB 71","2013-03-07 00:00:00","lower"
"Bill scheduled to be heard by PBS on Thursday, 03-21-13 10:00AM in House conference room 309.","SB 71","2013-03-18 00:00:00","lower"
"The committees on PBS recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 7 Ayes: Representative(s) Aquino, Ing, Hashem, Ichiyama, Nakashima, Yamashita, McDermott; Ayes with reservations: none;  Noes: none; and 2 Excused: Representative(s) Takumi, Yamane.   ","SB 71","2013-03-21 00:00:00","lower"
"Reported from PBS (Stand. Com. Rep. No. 1191) as amended in HD 1, recommending passage on Second Reading and referral to FIN.","SB 71","2013-03-22 00:00:00","lower"
"Passed Second Reading as amended in HD 1 and referred to the committee(s) on FIN with none voting aye with reservations; none voting no (0) and Hanohano, McKelvey, Takumi, Woodson excused (4).","SB 71","2013-03-22 00:00:00","lower"
"Bill scheduled to be heard by FIN on Thursday, 03-28-13  3:15PM in House conference room 308.","SB 71","2013-03-25 00:00:00","lower"
"The committees on FIN recommend that the measure be PASSED, UNAMENDED. The votes were as follows: 15 Ayes: Representative(s) Luke, Nishimoto, Johanson, Cullen, Hashem, Ing, Jordan, Kobayashi, Lowen, Morikawa, Onishi, Takayama, Yamashita, Fukumoto, Ward; Ayes with reservations: none;  Noes: none; and 2 Excused: Representative(s) Tokioka, Woodson.","SB 71","2013-03-28 00:00:00","lower"
"Reported from FIN (Stand. Com. Rep. No. 1437), recommending passage on Third Reading.","SB 71","2013-04-04 00:00:00","lower"
"Passed Third Reading with none voting aye with reservations; none voting no (0) and none excused (0).  Transmitted to Senate.","SB 71","2013-04-04 00:00:00","lower"
"Received from House (Hse. Com. No. 433).","SB 71","2013-04-05 00:00:00","upper"
"Deferred until 04-09-13.","SB 71","2013-04-05 00:00:00","upper"
"Deferred until 04-11-13.","SB 71","2013-04-09 00:00:00","upper"
"Senate disagrees with House amendments.","SB 71","2013-04-11 00:00:00","upper"
"Received notice of disagreement (Sen. Com. No. 608).","SB 71","2013-04-11 00:00:00","lower"
"Senate Conferees appointed: Espero, Chair; Ige, Co-Chair(s); Baker, Ruderman, Slom.","SB 71","2013-04-15 00:00:00","upper"
"Received notice of Senate conferees (Sen. Com. No. 692).","SB 71","2013-04-15 00:00:00","lower"
